Time,lamp,heater,fan,ac,Bedroom 2 to Bathroom,Bedroom 1 to Living Room,Living Room to Kitchen,Living Room to Bathroom,Bedroom 1 to Bathroom,Living Room to Outside,Bedroom 1 to Outside,Bedroom 1 Left Window,Living Room Left Window,Bedroom 2 Right Window,Kitchen Right Window,Bedroom 2 Back Window,Living Room Front Window,Kitchen Front Window,Bedroom 1 Back Window
11:26:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:26:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:26:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:26:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:26:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:26:49,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
11:26:51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:27:01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:27:11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11:27:13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:27:33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11:27:35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:27:45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:27:55,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:27:57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:27:59,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11:28:01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:28:21,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11:28:23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:28:29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:28:35,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11:28:37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:29:01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:29:25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11:29:27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:29:33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11:29:35,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11:29:45,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11:29:53,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11:30:01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11:30:05,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
11:30:07,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11:30:17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:30:29,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11:30:31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:30:43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:30:55,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11:30:57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:30:59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:31:01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:31:03,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11:31:13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:31:23,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11:31:33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:36:03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:40:33,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11:40:43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:43:13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:45:43,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11:45:53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:50:24,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11:50:34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:51:34,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11:51:44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:53:44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:55:44,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11:55:54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:57:54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:59:54,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12:00:04,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:01:04,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12:01:14,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
12:01:24,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12:01:54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:02:54,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:05:24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:07:24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:09:24,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12:09:34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:10:34,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12:10:44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
