Time,lamp,heater,fan,ac,Bedroom 2 to Bathroom,Bedroom 1 to Living Room,Living Room to Kitchen,Living Room to Bathroom,Bedroom 1 to Bathroom,Living Room to Outside,Bedroom 1 to Outside,Bedroom 1 Left Window,Living Room Left Window,Bedroom 2 Right Window,Kitchen Right Window,Bedroom 2 Back Window,Living Room Front Window,Kitchen Front Window,Bedroom 1 Back Window
17:54:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:54:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:54:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:54:43,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:54:48,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:55:38,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:55:43,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:56:23,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:56:28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:56:38,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17:56:43,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:57:08,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:57:33,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17:57:38,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:58:48,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17:58:53,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:59:23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:59:53,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18:00:13,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18:01:03,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18:01:53,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18:01:58,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:02:18,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18:02:23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:02:28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:02:33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:02:38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:03:08,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:03:38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:04:08,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:04:38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:05:08,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:05:38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:06:09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:06:39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:07:09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:07:39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:08:09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:08:39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:09:09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:09:39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:10:09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:10:39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:11:09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:11:39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:12:09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:12:39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:13:09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:13:39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:14:09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:14:39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:15:09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:15:39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:16:09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:16:39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:17:09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:17:39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:18:09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:18:39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:19:09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:19:39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:20:09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:20:39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:21:09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:21:39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:22:09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:22:39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:23:09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:23:39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:24:09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:24:40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:25:10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:25:40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:26:10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:26:40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:27:10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:27:40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:28:10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:28:40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:29:10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:29:40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30:10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30:40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30:40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:31:10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:31:40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:32:10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:32:40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:33:10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:33:40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:34:10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:34:40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:35:10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:35:40,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18:35:50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:36:20,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18:36:30,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18:37:30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18:37:40,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18:37:50,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18:38:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:39:00,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18:39:10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:40:40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:42:10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18:42:20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:44:21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18:44:31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
