Time,lamp,heater,fan,ac,Bedroom 2 to Bathroom,Bedroom 1 to Living Room,Living Room to Kitchen,Living Room to Bathroom,Bedroom 1 to Bathroom,Living Room to Outside,Bedroom 1 to Outside,Bedroom 1 Left Window,Living Room Left Window,Bedroom 2 Right Window,Kitchen Right Window,Bedroom 2 Back Window,Living Room Front Window,Kitchen Front Window,Bedroom 1 Back Window
15:45:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:45:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:45:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:45:31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:47:01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:48:31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:50:01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:51:31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:53:01,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15:53:06,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:53:21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:53:37,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15:53:42,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:54:17,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15:54:22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:54:42,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:55:02,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:55:07,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:55:12,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15:55:17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:55:52,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15:55:57,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:56:12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:56:27,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15:56:32,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:57:32,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:58:32,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15:58:37,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:58:52,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15:58:57,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15:59:22,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15:59:42,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16:00:02,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16:00:12,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
16:00:17,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16:00:27,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16:00:57,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16:01:02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16:01:32,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16:02:02,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16:02:07,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16:02:12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16:02:17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
