

12:35:55,51.0,70.7,50.3,71.4,52.9,72.3,52.4,72.1,52.3,72.9,51.3,73.2,48.3,73.6,53.3,72.7
12:36:12,51.0,70.5,50.3,71.4,51.5,71.6,52.0,71.4,50.9,71.8,51.6,72.0,48.9,72.0,51.3,71.8
12:36:29,51.0,70.5,50.3,71.4,51.5,71.6,52.0,71.4,50.9,71.8,51.6,71.8,49.0,72.0,51.3,71.8
12:36:41,51.2,70.5,50.3,71.4,51.5,71.6,51.7,71.4,50.7,71.8,51.5,71.8,49.1,72.0,51.2,71.8
12:37:11,51.1,70.5,50.6,71.4,51.5,71.6,51.6,71.4,50.4,71.8,51.6,71.8,49.1,72.0,51.2,71.8
12:37:29,51.1,70.9,50.7,71.4,51.4,71.6,51.6,71.2,50.5,71.8,51.6,71.8,49.2,72.0,51.5,71.6
12:37:59,50.6,71.4,50.7,71.4,51.5,71.6,51.4,71.4,50.7,71.8,51.7,71.8,49.3,72.0,51.5,71.6
12:38:18,50.6,71.4,50.9,71.4,51.6,71.6,51.7,71.2,50.5,71.8,51.8,71.8,49.6,72.0,51.7,71.6
12:38:41,50.2,71.8,51.1,71.2,51.6,71.4,51.6,71.4,51.0,71.8,51.9,71.8,49.6,72.0,51.7,71.6
12:39:03,50.0,72.1,51.5,71.4,51.4,71.6,51.6,71.2,51.4,71.8,51.9,71.8,49.9,72.1,51.7,71.6
12:39:30,50.0,72.0,51.5,71.4,51.5,71.4,51.8,71.4,51.7,71.8,52.0,71.8,49.9,72.1,51.8,71.6
12:39:55,49.5,72.5,51.6,71.4,51.6,71.6,-1.0,12.4,51.9,71.8,52.1,71.8,50.0,72.1,52.0,71.6
12:40:18,49.5,72.7,51.8,71.4,51.7,71.6,52.1,71.2,52.0,71.8,52.2,72.0,50.2,72.3,52.1,71.6
12:40:32,49.4,72.9,52.1,71.4,51.8,71.6,52.2,71.2,52.1,71.8,52.4,72.1,50.3,72.3,52.2,71.6
12:40:55,49.3,72.9,52.1,71.4,52.1,71.4,52.3,71.4,52.2,71.8,52.4,72.1,50.3,72.5,52.5,71.6
12:41:20,49.2,73.2,52.3,71.6,52.1,71.6,52.6,71.2,-1.0,51.8,52.5,72.3,50.3,72.5,52.5,71.6
12:41:42,49.0,73.4,52.5,71.6,52.2,71.6,52.7,71.2,52.6,71.8,52.5,72.3,50.4,72.5,52.7,48.6
12:41:57,48.9,73.6,52.7,71.6,52.3,71.6,52.8,71.2,52.8,71.8,52.5,72.3,50.5,72.5,52.8,71.6
12:42:11,48.8,73.8,52.9,71.6,52.6,71.6,53.2,71.4,-1.0,51.8,52.6,72.3,50.5,72.7,52.9,71.6
12:42:44,48.6,74.1,52.9,71.6,52.6,71.6,53.2,71.4,52.9,71.8,52.7,72.3,50.6,72.7,53.1,71.6
12:43:01,48.6,74.3,53.1,71.6,52.8,71.6,53.3,71.4,53.0,71.8,52.8,72.5,50.6,72.9,53.4,71.6
12:43:29,48.3,74.5,53.4,71.8,52.9,71.6,53.4,71.2,53.2,71.8,52.8,72.5,50.6,72.9,53.4,71.6
12:43:58,48.3,74.5,53.4,71.8,53.0,71.6,53.6,71.4,53.2,71.8,52.8,72.5,50.7,72.9,53.5,71.6
12:44:16,48.1,74.8,53.5,71.8,53.1,71.6,53.9,71.4,53.3,72.0,52.8,72.7,50.7,72.9,53.6,71.6
12:44:38,48.1,75.0,53.7,72.0,53.3,71.8,53.9,71.4,53.4,72.0,52.8,72.7,50.8,73.0,53.8,71.8
12:44:58,48.0,75.0,53.8,72.0,53.3,71.6,54.1,71.6,53.4,72.0,52.9,72.7,50.8,73.0,54.0,71.8
12:45:25,47.9,75.2,54.0,72.0,53.5,71.8,54.3,71.4,53.5,72.0,53.0,72.9,50.8,73.0,54.0,71.8
12:45:50,47.7,75.4,54.0,72.1,53.7,71.8,54.4,71.6,53.6,72.0,53.0,72.9,50.9,73.2,54.3,71.8
12:46:20,47.6,75.6,54.1,72.1,53.8,71.8,54.4,71.6,53.6,72.1,53.1,73.0,50.9,73.2,54.3,71.8
12:46:37,47.5,75.7,54.2,72.1,53.8,71.8,54.5,71.4,53.7,72.1,53.1,73.0,50.9,73.4,54.4,72.0
12:47:07,47.4,75.7,54.3,72.1,53.9,71.8,54.6,71.6,53.7,72.1,53.2,73.0,50.9,73.4,54.5,72.0
12:47:22,47.1,76.1,54.5,72.3,54.1,71.8,54.7,71.6,53.8,72.1,53.3,73.2,51.0,73.4,54.5,72.0
12:47:44,47.2,76.3,54.5,72.3,54.2,71.8,54.9,71.6,53.8,72.1,53.3,73.2,51.0,73.6,54.7,72.0
12:48:12,47.2,76.3,54.7,72.3,54.2,72.0,55.0,71.6,53.9,72.1,53.4,73.2,51.0,73.6,54.7,72.0
12:48:34,47.2,76.5,54.7,72.5,54.2,72.0,55.0,71.6,54.0,72.3,53.4,73.2,51.1,73.8,54.8,72.0
12:48:54,47.0,76.5,54.8,72.5,54.5,72.0,55.1,71.6,54.0,72.3,53.5,73.4,51.1,73.8,54.9,72.0
12:49:29,47.2,76.6,54.8,72.5,54.5,72.0,55.3,71.6,54.0,72.3,53.5,73.4,51.1,73.8,55.0,72.0
12:49:44,47.0,76.8,54.9,72.5,54.6,72.0,55.3,71.8,54.1,72.3,53.6,73.4,51.1,73.8,55.0,72.0
12:49:56,46.8,76.8,54.9,72.5,54.7,72.0,55.3,71.8,54.1,72.3,53.6,73.6,51.2,73.9,55.1,72.0
12:50:18,46.8,76.8,55.0,72.5,54.7,72.0,55.4,71.8,54.2,72.5,53.6,73.4,51.1,73.9,55.1,72.0
12:50:30,46.7,77.0,55.0,72.7,54.7,72.0,55.5,71.8,54.2,72.5,53.7,73.6,51.2,74.1,55.3,72.1
12:51:08,46.8,77.0,55.2,72.7,54.9,72.1,55.6,71.8,54.3,72.5,53.7,73.8,51.2,74.1,55.3,72.1
12:51:40,46.8,77.4,55.2,72.7,55.0,72.1,55.6,72.0,54.3,72.5,53.7,73.8,51.2,74.3,55.4,72.1
12:52:00,46.8,77.4,55.3,72.9,55.0,72.1,55.7,71.8,54.4,72.5,53.8,73.8,51.2,74.3,55.4,72.1
