Time,lamp,heater,fan,ac,Bedroom 2 to Bathroom,Bedroom 1 to Living Room,Living Room to Kitchen,Living Room to Bathroom,Bedroom 1 to Bathroom,Living Room to Outside,Bedroom 1 to Outside,Bedroom 1 Left Window,Living Room Left Window,Bedroom 2 Right Window,Kitchen Right Window,Bedroom 2 Back Window,Living Room Front Window,Kitchen Front Window,Bedroom 1 Back Window
12:06:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:06:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:06:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:06:29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:08:29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:10:30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:12:30,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:12:35,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:13:05,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:13:10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:13:30,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:13:35,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:13:45,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12:13:50,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:14:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:14:10,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12:14:15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:15:05,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12:15:10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:15:30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:15:50,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12:16:00,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12:16:35,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12:17:10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12:17:15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:17:25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12:17:30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:17:35,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
