Sensor Time,Motor Time,S4_Humidity,S4_Temperature,S6_Humidity,S6_Temperature,S12_Humidity,S12_Temperature,S18_Humidity,S18_Temperature,S19_Humidity,S19_Temperature,S24_Humidity,S24_Temperature,S25_Humidity,S25_Temperature,S26_Humidity,S26_Temperature,lamp,heater,fan,ac,Bedroom 2 to Bathroom,Bedroom 1 to Living Room,Living Room to Kitchen,Living Room to Bathroom,Bedroom 1 to Bathroom,Living Room to Outside,Bedroom 1 to Outside,Bedroom 1 Left Window,Living Room Left Window,Bedroom 2 Right Window,Kitchen Right Window,Bedroom 2 Back Window,Living Room Front Window,Kitchen Front Window,Bedroom 1 Back Window
14:34:34,14:34:36,51.9,71.6,53.3,71.6,52.5,71.8,52.6,71.6,53.9,71.8,53.8,71.4,52.6,71.6,52.5,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:34:52,14:34:36,52.0,71.4,53.4,71.4,52.6,71.8,52.6,71.6,53.8,71.6,53.9,71.4,52.7,71.4,52.6,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:34:52,14:34:36,52.0,71.4,53.4,71.4,52.6,71.8,52.6,71.6,53.8,71.6,53.9,71.4,52.7,71.4,52.6,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:34:52,14:34:36,52.0,71.4,53.4,71.4,52.6,71.8,52.6,71.6,53.8,71.6,53.9,71.4,52.7,71.4,52.6,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:34:52,14:34:36,52.0,71.4,53.4,71.4,52.6,71.8,52.6,71.6,53.8,71.6,53.9,71.4,52.7,71.4,52.6,72.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:34:52,14:36:06,52.0,71.4,53.4,71.4,52.6,71.8,52.6,71.6,53.8,71.6,53.9,71.4,52.7,71.4,52.6,72.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:35:11,14:36:06,52.4,71.6,53.4,71.4,52.4,71.8,52.6,71.6,53.8,71.6,53.9,71.6,52.8,71.4,52.6,72.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:35:24,14:36:06,52.3,72.0,53.5,71.4,52.6,71.7,52.9,71.6,53.8,71.6,54.0,71.4,53.1,71.4,52.5,72.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:35:49,14:36:06,52.0,72.2,53.5,71.4,52.9,71.6,53.2,71.6,53.9,71.6,54.1,71.4,53.2,71.4,52.7,72.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14:36:11,14:36:06,51.8,72.5,53.6,71.4,53.0,71.6,53.3,71.6,54.2,71.8,54.3,71.4,53.3,71.4,52.9,72.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
