<<<<<<< HEAD
Time,S4_Humidity,S4_Temperature,S6_Humidity,S6_Temperature,S12_Humidity,S12_Temperature,S18_Humidity,S18_Temperature,S19_Humidity,S19_Temperature,S24_Humidity,S24_Temperature,S25_Humidity,S25_Temperature,S26_Humidity,S26_Temperature
16:19:14,51.6,70.5,52.2,70.7,51.9,70.9,51.4,70.7,52.9,70.9,53,70.5,51.1,71.1,52.4,70.9
16:19:39,51.5,70.7,52.1,70.5,51.8,70.9,51.4,70.7,52.8,70.9,52.9,70.7,51,71.1,52.3,70.9
16:19:57,51.5,70.9,52.1,70.7,51.7,70.9,-1,51.3,52.6,70.9,52.9,70.7,50.9,71.1,-1,51.4
16:20:21,51.5,71.1,52,70.7,51.6,70.9,51.3,70.7,52.6,70.9,52.9,70.9,50.8,71.1,52.2,71.1
16:20:46,51.4,71.4,52,70.7,51.6,70.9,51.4,70.7,52.6,71.1,52.9,70.9,51,71.2,52.2,71.1
16:21:04,51,71.6,51.9,70.7,51.5,70.9,51.3,70.7,52.6,71.1,53,70.9,51,71.2,-1,51.4
16:21:23,50.9,71.8,51.9,70.7,51.5,70.9,51.5,70.7,52.6,70.9,53.1,70.9,51,71.2,52.2,71.1
16:21:43,50.7,72.1,51.9,70.7,51.7,70.9,51.6,70.7,52.7,71.1,53,71.1,51,71.2,52.2,71.1
16:21:58,50.2,72.5,51.9,70.7,51.8,70.9,51.7,70.7,52.7,71.1,53.1,71.1,51,71.4,52.2,71.1
16:22:20,50.2,72.5,52,70.9,51.9,70.9,51.8,70.9,52.9,71.1,53.1,71.1,50.9,71.6,52.3,71.1
16:22:45,50.2,72.7,52,70.9,51.9,71.1,52.1,70.9,52.9,71.1,53.1,71.2,51,71.6,52.4,71.1
16:23:02,50,73.2,52.2,70.9,52,71.1,52.1,70.9,52.9,71.1,53.1,71.4,51,71.8,52.6,71.1
16:23:32,49.9,73.4,52.3,70.9,52.2,71.1,52.4,70.9,53.1,71.2,53.1,71.4,51.1,71.8,52.7,71.2
16:24:05,49.6,73.8,52.5,71.1,52.3,71.1,52.6,70.9,53.1,71.2,53,71.4,51.1,72,52.7,71.1
16:24:32,49.6,73.8,52.5,71.1,52.3,71.1,52.7,70.9,53.2,71.2,53,71.6,51.1,72,52.9,71.2
16:24:47,49.5,73.9,52.6,71.2,52.4,71.1,52.8,70.9,53.2,71.2,53,71.6,51.1,72,52.9,71.2
16:24:59,49.4,74.1,52.7,71.1,52.4,71.1,52.8,70.9,53.3,71.4,53,71.8,51.1,72,53,71.2
16:25:19,49.2,74.5,52.8,71.2,52.5,71.1,52.9,71.1,53.3,71.2,53,71.8,51.1,72,53.1,71.2
16:25:34,49.2,74.5,52.8,71.2,52.6,71.1,53.1,70.9,53.4,71.4,53,71.8,51,72.1,53.2,71.2
16:25:56,49.2,74.5,52.9,71.4,52.8,71.1,53.2,71.1,53.4,71.4,53,72,51,72.1,53.3,71.2
16:26:18,48.8,74.8,53,71.4,52.9,71.2,53.3,71.1,53.5,71.4,52.9,72.1,51,72.3,53.3,71.2
16:26:43,48.8,75,53,71.4,52.9,71.2,53.6,71.1,53.5,71.6,52.9,72.3,51,72.5,53.6,71.4
16:27:18,48.7,75.2,53.2,71.6,53.2,71.2,53.7,71.1,53.6,71.6,53,72.1,51,72.5,53.6,71.2
16:27:38,48.7,75.4,53.2,71.6,53.2,71.2,54,71.1,53.7,71.6,52.9,72.3,51,72.5,53.7,71.4
16:27:58,48.7,75.6,53.3,71.6,53.2,71.2,54,71.2,-1,12.2,52.8,72.3,50.9,72.5,53.7,71.4
16:28:23,48.7,75.6,53.3,71.6,53.4,71.2,54.1,71.2,53.8,71.6,52.8,72.3,50.9,72.7,53.8,71.4
16:28:35,48.4,75.7,53.3,71.8,53.4,71.4,54.1,71.2,53.8,71.6,52.8,72.3,50.9,72.9,54,71.4
16:29:07,48.3,75.7,53.3,71.8,53.6,71.4,54.4,71.2,53.9,71.8,52.7,72.5,50.9,72.9,54,71.4
16:29:35,48.2,75.9,53.3,71.8,53.8,71.4,54.6,71.4,54.1,71.8,52.7,72.5,50.8,72.9,54.1,71.6
16:30:02,48.2,75.9,53.3,72,53.9,71.6,54.6,71.4,54.1,71.8,52.7,72.7,50.8,73,54.3,71.6
16:30:32,48,76.3,53.3,72,54,71.6,54.7,71.2,54.1,72,52.7,72.7,50.8,73,54.3,71.6
16:30:57,48,76.3,53.3,72.1,54.1,71.6,55,71.4,54.2,72,52.8,72.9,50.8,73.2,54.3,71.6
16:31:12,48.1,76.5,53.2,72.1,54.1,71.6,55.1,71.4,54.3,72,52.8,72.9,50.8,73.2,54.4,71.6
16:31:34,48,76.5,53.3,72.1,54.2,71.6,55.3,71.4,54.4,72,52.9,73,50.8,73.2,54.5,71.8
16:32:04,47.9,76.5,53.3,72.1,54.2,71.8,55.4,71.6,54.4,72,53,73.2,50.9,73.4,54.5,71.8
16:32:29,47.9,76.5,53.4,72.3,54.3,71.6,55.4,71.6,54.4,72,53,73.2,50.8,73.4,54.6,71.8
16:32:41,47.9,76.6,53.4,72.3,54.4,71.8,55.4,71.6,54.5,72.1,53,73.2,50.8,73.4,54.6,71.8
16:32:58,47.8,76.8,53.5,72.5,54.5,71.8,55.5,71.6,54.5,72.1,53,73.2,50.9,73.4,54.6,71.8
