0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
18:00:07,50.8,73.4,55.8,70.9,53.8,70.9,54.7,70.7,54.9,71.1,54.2,71.2,53.4,71.2,53.9,71.1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18:00:13,50.7,73.6,56.0,70.9,53.9,70.9,54.7,70.7,54.9,71.1,54.2,71.2,53.4,71.2,54.2,71.1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18:00:37,50.7,73.6,56.0,70.9,53.9,70.9,54.7,70.7,54.9,71.1,54.2,71.2,53.4,71.2,54.2,71.1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18:00:57,50.7,73.8,56.1,71.1,54.2,71.1,54.9,70.7,55.1,71.1,54.2,71.4,53.4,71.4,54.2,71.1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18:01:03,50.6,73.9,56.1,71.1,54.2,71.1,55.0,70.7,55.0,71.1,54.2,71.4,53.4,71.4,54.3,71.1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18:01:14,50.6,73.9,56.1,71.1,54.2,71.1,55.0,70.7,55.0,71.1,54.2,71.4,53.4,71.4,54.3,71.1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18:01:29,50.6,73.9,56.2,71.1,54.2,70.9,55.2,70.7,55.1,71.1,54.2,71.5,53.4,71.6,54.3,71.1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18:01:53,50.6,74.1,56.3,71.2,54.3,71.1,55.2,70.7,55.1,71.1,54.3,71.6,53.4,71.6,54.5,71.1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18:01:58,50.4,74.3,56.4,71.2,54.4,71.1,55.4,70.9,55.1,71.2,54.3,71.7,53.4,71.6,54.6,71.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:02:11,50.4,74.3,56.4,71.2,54.4,71.1,55.4,70.9,55.1,71.2,54.3,71.7,53.4,71.6,54.6,71.2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18:02:18,50.4,74.3,56.3,71.2,54.5,71.1,55.3,70.7,55.2,71.2,54.3,71.8,53.4,71.8,54.7,71.2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18:02:23,50.4,74.3,56.3,71.2,54.5,71.1,55.3,70.7,55.2,71.2,54.3,71.8,53.4,71.8,54.7,71.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:02:28,50.4,74.3,56.3,71.2,54.5,71.1,55.3,70.7,55.2,71.2,54.3,71.8,53.4,71.8,54.7,71.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:02:33,50.5,74.5,56.2,71.6,54.5,71.1,55.6,70.9,55.2,71.2,54.3,71.6,53.4,71.8,54.8,71.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:02:38,50.5,74.5,56.2,71.6,54.5,71.1,55.6,70.9,55.2,71.2,54.3,71.6,53.4,71.8,54.8,71.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:02:48,50.5,74.5,56.2,71.6,54.5,71.1,55.6,70.9,55.2,71.2,54.3,71.6,53.4,71.8,54.8,71.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:03:08,50.5,74.5,56.2,71.4,54.7,71.1,55.6,70.7,55.3,71.2,54.3,72.0,53.5,72.0,55.0,71.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:03:18,50.5,74.5,56.2,71.4,54.7,71.1,55.6,70.7,55.3,71.2,54.3,72.0,53.5,72.0,55.0,71.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:03:38,50.5,74.7,56.1,71.6,54.7,71.1,55.7,70.9,55.4,71.2,54.2,72.1,53.5,72.0,55.0,71.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:03:53,50.5,74.7,56.1,71.6,54.7,71.1,55.7,70.9,55.4,71.2,54.2,72.1,53.5,72.0,55.1,71.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
