0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
10:08:02,55.1,71.1,57.5,69.6,56.4,69.8,56.4,69.8,57.4,69.8,56.6,69.6,56.7,69.8,56.1,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10:08:31,55.1,71.2,57.5,69.6,56.5,69.8,56.4,69.8,57.4,69.8,56.6,69.6,56.6,69.8,56.4,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10:08:31,55.1,71.2,57.5,69.6,56.5,69.8,56.4,69.8,57.4,69.8,56.6,69.6,56.6,69.8,56.4,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10:08:31,55.1,71.2,57.5,69.6,56.5,69.8,56.4,69.8,57.4,69.8,56.6,69.6,56.6,69.8,56.4,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10:08:31,55.1,71.2,57.5,69.6,56.5,69.8,56.4,69.8,57.4,69.8,56.6,69.6,56.6,69.8,56.4,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10:08:31,55.1,71.2,57.5,69.6,56.5,69.8,56.4,69.8,57.4,69.8,56.6,69.6,56.6,69.8,56.4,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10:08:31,55.1,71.2,57.5,69.6,56.5,69.8,56.4,69.8,57.4,69.8,56.6,69.6,56.6,69.8,56.4,70.2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10:08:36,55.1,71.2,57.5,69.6,56.5,69.8,56.4,69.8,57.4,69.8,56.6,69.6,56.6,69.8,56.4,70.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10:08:37,55.1,71.2,57.5,69.6,56.5,69.8,56.4,69.8,57.4,69.8,56.6,69.6,56.6,69.8,56.4,70.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10:08:51,54.9,71.4,57.5,69.6,56.5,69.8,56.5,69.8,57.5,69.8,56.6,69.8,56.6,69.8,56.4,70.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10:09:06,54.9,71.4,57.5,69.6,56.5,69.8,56.5,69.8,57.5,69.8,56.6,69.8,56.6,69.8,56.4,70.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10:09:09,54.9,71.4,57.5,69.6,56.5,69.8,56.5,69.8,57.5,69.8,56.6,69.8,56.6,69.8,56.4,70.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10:09:11,54.5,71.8,57.5,69.8,56.5,70.0,56.6,69.8,57.5,69.8,56.6,69.8,56.6,70.0,56.5,70.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10:09:29,54.5,71.8,57.5,69.8,56.5,70.0,56.6,69.8,57.5,69.8,56.6,69.8,56.6,70.0,56.5,70.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10:09:41,54.6,72.0,57.5,69.8,56.6,70.0,56.7,69.8,57.5,69.8,56.6,69.8,56.6,70.0,56.6,70.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10:09:46,54.6,72.0,57.5,69.8,56.6,70.0,56.7,69.8,57.5,69.8,56.6,69.8,56.6,70.0,56.6,70.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10:10:01,54.7,72.1,57.6,69.8,56.7,70.0,56.7,69.8,57.5,69.8,56.6,70.0,56.6,70.2,56.6,70.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10:10:04,54.7,72.1,57.6,69.8,56.7,70.0,56.7,69.8,57.5,69.8,56.6,70.0,56.6,70.2,56.6,70.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10:10:16,54.6,72.5,57.6,69.9,56.7,70.0,56.8,69.8,57.6,70.0,56.7,70.0,56.6,70.2,56.7,70.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10:10:21,54.6,72.5,57.7,69.9,56.7,70.0,56.8,69.8,57.6,70.0,56.7,70.0,56.6,70.2,56.7,70.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10:10:26,54.5,72.7,57.7,70.0,56.9,70.0,56.9,69.8,57.7,70.0,56.7,70.0,56.6,70.2,56.8,70.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
