Time,Temp (F),Humidity (%)
0:52:00,55,47
1:52:00,48,71
2:52:00,44,82
3:52:00,52,53
4:52:00,54,47
5:52:00,53,48
6:52:00,53,48
7:52:00,56,45
8:52:00,59,44
9:52:00,62,44
10:52:00,67,42
11:52:00,69,40
12:52:00,72,40
13:52:00,72,37
14:52:00,72,38
15:52:00,72,38
16:52:00,74,38
17:52:00,75,37
18:52:00,74,40
19:52:00,71,42
20:52:00,69,45
21:52:00,65,52
22:52:00,64,54
23:52:00,61,58
