Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,lamp,heater,fan,ac,Bedroom 2 to Bathroom,Bedroom 1 to Living Room,Living Room to Kitchen,Living Room to Bathroom,Bedroom 1 to Bathroom,Living Room to Outside,Bedroom 1 to Outside,Bedroom 1 Left Window,Living Room Left Window,Bedroom 2 Right Window,Kitchen Right Window,Bedroom 2 Back Window,Living Room Front Window,Kitchen Front Window,Bedroom 1 Back Window
15:45:29,67.9,40.0,69.9,40.4,68.9,40.0,69.5,39.7,73.4,39.7,71.8,40.0,68.9,40.0,69.2,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:45:31,70.5,40.8,70.2,40.0,69.2,40.0,69.9,40.0,73.4,39.7,72.5,40.0,69.2,40.0,69.5,40.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:45:31,70.5,40.8,70.2,40.0,69.2,40.0,69.9,40.0,73.4,39.7,72.5,40.0,69.5,40.2,69.5,40.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:45:48,70.5,40.8,70.2,40.0,69.2,40.0,69.9,40.0,73.4,39.7,72.5,40.0,69.9,40.4,69.5,40.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:46:18,67.3,41.8,70.2,40.0,69.5,40.0,69.9,40.0,73.4,40.0,72.5,40.0,70.2,40.4,70.2,40.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:46:43,66.9,41.8,70.8,40.0,70.8,40.0,70.5,40.0,74.7,40.0,73.1,40.0,71.2,40.6,70.2,40.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:47:01,65.0,43.1,72.5,40.4,70.8,40.4,71.2,40.0,74.7,40.0,74.7,40.4,72.1,40.8,71.8,40.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:47:03,65.0,43.1,72.5,40.4,70.8,40.4,71.2,40.0,74.7,40.0,74.7,40.4,72.1,40.8,71.8,40.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:47:53,62.4,44.4,73.4,40.8,72.1,40.4,74.1,40.0,76.4,40.0,75.1,40.8,73.1,40.8,72.1,40.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:48:28,62.4,44.4,73.4,40.8,73.8,40.4,74.1,40.0,76.7,40.4,75.7,41.0,73.1,40.8,72.5,40.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:48:31,60.5,45.6,74.1,41.0,73.8,40.4,74.7,40.4,77.6,40.4,76.0,41.4,73.4,41.0,72.5,40.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:48:45,60.5,45.6,74.1,41.0,73.8,40.4,74.7,40.4,77.6,40.4,76.0,41.4,73.4,41.0,72.5,40.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:49:18,59.5,46.1,74.4,41.4,74.4,40.8,74.7,40.4,77.0,40.4,76.0,41.8,74.1,41.0,73.8,40.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:49:48,59.2,46.1,74.4,41.4,74.7,40.8,75.4,40.8,76.7,40.8,76.0,41.8,74.4,41.4,74.1,40.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:50:01,57.9,47.3,74.4,42.1,74.7,40.8,75.7,40.8,77.3,40.4,76.0,42.1,74.4,42.1,74.4,40.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:50:13,57.9,47.3,74.4,42.1,74.7,40.8,75.7,40.8,77.3,40.4,76.0,42.1,74.4,42.1,74.4,40.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:50:40,57.5,47.3,74.4,41.8,75.7,41.0,76.7,40.8,77.6,40.8,76.0,42.1,74.4,41.8,74.7,41.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:51:02,57.2,47.6,74.1,42.1,76.0,41.4,76.7,41.0,78.3,40.8,76.4,42.5,74.4,42.1,74.7,41.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:51:20,56.2,48.2,74.1,42.5,76.0,41.0,76.4,41.0,78.3,40.8,75.7,42.7,74.4,42.1,75.1,41.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:51:31,56.2,48.2,73.8,42.7,76.0,41.4,76.7,41.0,78.3,40.8,75.7,42.7,74.1,42.5,75.4,41.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:51:39,56.2,48.2,73.8,42.7,76.0,41.4,76.7,41.0,78.3,40.8,75.7,42.7,74.1,42.5,75.4,41.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15:51:54,55.9,48.2,73.4,43.1,76.4,41.4,76.7,41.0,78.3,40.8,75.4,43.1,74.1,42.5,75.7,41.4,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15:52:27,54.6,49.0,73.4,43.1,76.4,41.8,77.3,41.4,78.3,41.0,75.1,43.5,73.8,42.7,75.7,41.4,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15:52:49,54.3,49.4,72.5,43.5,76.4,41.8,77.0,41.8,79.3,41.0,75.1,43.5,73.4,43.1,75.7,41.4,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15:53:01,54.0,49.4,72.1,43.8,76.0,42.1,77.0,41.8,80.2,41.0,74.4,43.8,73.1,43.1,76.0,41.4,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15:53:06,54.0,49.4,72.1,43.8,76.0,42.1,77.0,41.8,80.2,41.0,74.4,43.8,73.1,43.1,76.0,41.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:53:16,54.0,49.4,72.1,43.8,76.0,42.1,77.0,41.8,80.2,41.0,74.4,43.8,73.1,43.1,76.0,41.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:53:21,54.0,49.5,71.5,44.2,76.0,42.1,76.4,41.8,79.6,41.4,74.1,43.8,72.5,43.5,76.0,41.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:53:37,54.0,49.5,71.5,44.2,76.0,42.1,76.4,41.8,79.6,41.4,74.1,43.8,72.5,43.5,76.0,41.8,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15:53:39,54.0,49.5,71.5,44.2,76.0,42.1,76.4,41.8,79.6,41.4,74.1,43.8,72.5,43.5,76.0,41.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:53:42,53.6,49.5,70.8,44.4,75.7,42.1,76.4,41.8,79.3,41.4,74.1,44.2,72.1,43.6,76.0,41.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:53:59,53.6,49.5,70.8,44.4,75.7,42.1,76.4,41.8,79.3,41.4,74.1,44.2,71.5,43.6,76.0,41.8,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15:54:17,52.4,49.9,70.2,44.8,75.4,42.5,76.0,41.8,79.3,41.4,73.8,44.2,71.2,43.8,76.0,41.8,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15:54:22,52.4,49.9,70.2,44.8,75.4,42.5,76.0,41.8,79.3,41.4,73.8,44.2,71.2,43.8,76.0,41.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:54:26,52.4,49.9,70.2,44.8,75.4,42.5,76.0,41.8,79.3,41.4,73.8,44.2,71.2,43.8,76.0,41.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:54:42,52.4,50.3,70.2,44.8,75.1,42.5,76.0,42.1,79.3,41.8,73.1,44.8,71.2,44.2,76.0,42.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:55:02,52.4,50.3,70.2,44.8,75.1,42.5,76.0,42.1,79.3,41.8,73.1,44.8,71.2,44.2,76.0,42.1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:55:03,52.4,50.3,70.2,44.8,75.1,42.5,76.0,42.1,79.3,41.8,73.1,44.8,71.2,44.2,76.0,42.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:55:07,52.4,50.3,69.9,44.8,74.4,42.5,76.0,42.5,79.6,41.8,72.8,44.8,70.8,44.2,75.7,42.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:55:12,52.4,50.3,69.9,44.8,74.4,42.5,76.0,42.5,79.6,41.8,72.8,44.8,70.8,44.2,75.7,42.1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15:55:17,52.4,50.3,69.9,44.8,74.4,42.5,76.0,42.5,79.6,41.8,72.8,44.8,70.8,44.2,75.7,42.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:55:23,52.4,50.3,69.9,44.8,74.4,42.5,76.0,42.5,79.6,41.8,72.8,44.8,70.8,44.2,75.7,42.1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15:55:41,52.0,50.3,69.5,45.2,74.4,42.7,75.7,42.5,79.3,41.8,72.5,44.8,70.2,44.2,75.7,42.1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15:55:52,52.0,50.3,68.9,45.2,74.1,43.1,75.7,42.5,78.6,41.8,72.1,44.8,70.2,44.2,75.7,42.1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15:55:53,52.0,50.3,68.9,45.2,74.1,43.1,75.7,42.5,78.6,41.8,72.1,44.8,70.2,44.2,75.7,42.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:55:57,51.4,50.3,68.9,45.2,73.8,43.1,74.7,42.5,78.9,42.5,72.1,44.8,69.2,44.4,75.4,42.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:56:07,51.4,50.3,68.9,45.2,73.8,43.1,74.7,42.5,78.9,42.5,72.1,44.8,69.2,44.4,75.4,42.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:56:12,51.1,50.3,67.9,45.6,73.4,43.1,74.7,42.5,78.6,42.1,71.8,45.2,69.2,44.4,75.4,42.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:56:27,51.1,50.3,67.9,45.6,73.4,43.1,74.7,42.5,78.6,42.1,71.8,45.2,69.2,44.4,75.4,42.5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
