0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
9:33:04,55.6,70.5,56.9,70.0,57.0,70.2,57.2,70.0,57.5,70.2,56.7,70.0,56.6,70.0,56.5,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:33:04,55.6,70.5,56.9,70.0,57.0,70.2,57.2,70.0,57.5,70.2,56.7,70.0,56.6,70.0,56.5,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:33:04,55.6,70.5,56.9,70.0,57.0,70.2,57.2,70.0,57.5,70.2,56.7,70.0,56.6,70.0,56.5,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:33:04,55.6,70.5,56.9,70.0,57.0,70.2,57.2,70.0,57.5,70.2,56.7,70.0,56.6,70.0,56.5,70.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:33:17,55.6,70.5,56.9,70.0,57.0,70.2,57.2,70.0,57.5,70.2,56.7,70.0,56.6,70.0,56.5,70.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:33:32,55.5,70.7,56.9,70.0,57.0,70.2,57.2,70.0,57.5,70.2,56.7,70.0,56.6,70.0,56.5,70.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:33:52,55.1,71.1,56.8,70.0,56.9,70.2,57.2,70.0,57.4,70.2,56.7,69.8,56.6,70.0,56.5,70.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:34:09,55.1,71.1,56.9,70.0,56.9,70.2,57.1,70.0,57.4,70.3,56.7,70.0,56.6,70.2,56.5,70.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:34:39,54.3,71.8,56.9,70.0,56.9,70.2,57.1,70.0,57.4,70.2,56.7,70.0,56.6,70.2,56.4,70.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:35:01,54.2,72.0,56.9,70.0,56.9,70.2,57.1,70.0,57.4,70.3,56.7,70.0,56.6,70.2,56.4,70.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:35:24,54.1,72.0,56.9,70.0,56.9,70.2,57.1,70.0,57.5,70.3,56.6,70.2,56.5,70.2,56.4,70.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:35:48,54.0,72.2,56.9,70.2,56.9,70.2,57.1,70.0,57.5,70.3,56.5,70.2,56.5,70.2,56.4,70.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:36:06,53.8,72.5,56.9,70.2,56.9,70.2,57.2,70.0,57.5,70.3,56.5,70.2,56.5,70.2,56.5,70.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:36:28,53.7,72.7,56.9,70.2,56.9,70.2,57.2,70.0,57.6,70.3,56.5,70.2,56.5,70.2,56.6,70.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:36:48,53.5,72.9,57.1,70.2,56.9,70.2,57.2,70.0,57.5,70.3,56.5,70.3,56.4,70.5,56.7,70.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:37:18,53.1,73.4,57.1,70.2,56.9,70.2,57.3,70.0,57.6,70.3,56.4,70.3,56.4,70.5,56.8,70.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:37:34,53.1,73.6,57.2,70.3,56.9,70.2,57.3,70.0,57.7,70.3,56.4,70.5,56.4,70.5,56.9,70.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:37:45,53.1,73.6,57.2,70.3,56.9,70.2,57.3,70.0,57.7,70.3,56.4,70.5,56.4,70.5,56.9,70.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:38:05,53.0,73.9,57.3,70.3,57.0,70.2,57.4,70.2,57.7,70.5,56.3,70.5,56.5,70.5,56.9,70.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:38:25,53.1,73.9,57.4,70.5,57.0,70.2,57.5,70.0,57.7,70.5,56.2,70.5,56.4,70.7,57.0,70.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:38:45,53.0,74.1,57.4,70.5,57.0,70.2,57.6,70.0,57.7,70.3,56.2,70.5,56.4,70.7,57.1,70.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:38:59,52.9,74.1,57.5,70.5,57.0,70.2,57.7,70.2,57.7,70.5,56.2,70.5,56.4,70.9,57.1,70.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:39:14,52.9,74.3,57.6,70.5,57.0,70.2,57.7,70.2,57.7,70.5,56.2,70.7,56.4,70.9,57.2,70.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:39:31,52.8,74.5,57.7,70.5,57.0,70.3,57.7,70.0,57.7,70.5,56.2,70.7,56.5,71.1,57.3,70.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9:40:01,52.6,74.8,58.0,70.7,57.0,70.3,57.8,70.2,57.8,70.5,56.1,70.7,56.5,71.1,57.3,70.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
